person,2020,2021,2022,2023
226,336,989,11666,4023
235,37187,36236,37285,35775
236,37134,36208,37285,35775
243,52852,50779,52351,48949
244,37187,36236,37285,35775
245,5982,5288,5918,4501
246,37187,36236,37285,35775
247,28349,26558,27952,25809
248,15665,14542,15066,13175
249,20844,18362,18162,16409
250,6408,5522,5720,4459
253,25280,25927,29966,27444
260,3196,6307,7027,8500
262,22752,23397,24843,23824
16,1911,1811,4139,5790
17,2158,3959,6352,7440
19,1770,1594,3417,5127
32,3748,4242,6115,5498
35,27367,29047,29725,28852
41,3075,4640,6984,8161
68,1911,1811,4139,5790
101,27372,29047,29725,28852
103,22339,26410,25764,25146
151,27367,29047,29725,28852
166,4007,4136,5095,5333
210,3676,4182,5989,5417
222,25866,27525,28225,27310
226,245,2569,5365,7617
235,27367,29047,29725,28852
236,27367,29047,29725,28852
243,29711,31611,33873,34403
244,27367,29047,29725,28852
246,27367,29047,29725,28852
248,2344,2564,4148,5551
249,26636,26971,26889,26243
253,4007,4136,5095,5333
32,12260,13320,11791,8444
39,10857,11778,10024,6813
41,14496,14371,14088,13433
43,8867,3579,8627,8560
44,8917,3611,8665,8604
49,10749,5335,10421,10145
81,7375,7463,7555,7476
100,7658,7670,8100,7620
101,14677,14468,13884,13137
117,2352,8121,3138,3075
118,2380,8130,3211,3126
128,10783,11330,11463,11389
166,12861,13759,12145,8685
210,12260,13320,11791,8444
213,10857,11778,10024,6813
243,17369,16943,16399,15471
244,5810,10889,5257,4577
245,11297,11741,11876,11730
247,12688,13309,11691,8609
248,13639,13908,14049,13751
250,2890,8573,3628,3606
253,12861,13759,12145,8685
262,3747,9036,3667,3288
35,0,5656,6167,6791
81,0,24165,25238,25898
101,0,5656,6167,6791
123,0,23968,25042,25725
151,0,5656,6167,6791
235,0,5656,6167,6791
236,0,5656,6167,6791
243,0,6165,6485,6987
244,0,5656,6167,6791
246,0,5656,6167,6791
3,3096,5681,5679,5679
15,9950,10945,10945,10945
33,9950,10945,10945,10945
35,16040,20134,20487,20634
41,10686,12948,12894,13360
72,9519,9304,9765,10484
81,8508,7275,7465,7677
100,9543,9326,9789,10512
101,18932,22218,22787,25940
107,2063,2129,2413,5751
121,2063,2129,2413,5776
147,6864,5219,5019,4847
151,15983,20092,20459,20571
235,16040,20134,20487,20634
236,15983,20092,20459,20571
243,23620,26466,27122,32107
244,17851,22002,22627,22673
245,2902,2090,2313,5315
246,18377,22658,23014,24380
248,5243,3808,4107,7727
249,12934,13517,14228,18747
262,7619,11438,11687,8868
32,5937,18563,26208,24529
35,4262,8021,11910,14631
39,5238,15374,21450,20640
41,2548,5271,7800,12087
49,2992,3809,3334,6559
63,1104,2912,5436,4174
64,1106,2912,5449,4201
81,7039,8642,9313,12813
82,1114,3272,5886,4891
101,7918,12307,14079,19678
111,586,1402,0,10441
147,5372,7522,7549,9282
151,4216,8021,11910,14631
161,1106,2932,5449,4201
165,831,2889,5320,4156
166,6352,18645,27336,25531
187,2651,4066,4472,5481
201,888,2548,5153,3958
210,5937,18563,26208,24529
213,5238,15374,21450,20640
222,2395,2380,6229,8125
232,586,222,0,7648
235,4262,8021,11910,14631
236,4216,8021,11910,14631
243,9151,14004,16768,22477
244,6158,10159,12956,15567
245,3659,4288,2171,5078
246,4223,8027,12067,14848
247,5522,15756,22016,21375
248,4928,5977,4702,7629
249,6603,8733,8968,10389
253,6352,18645,27336,25531
15,13592,13592,13592,13592
33,13592,13592,13592,13592
35,20690,20804,20448,20076
41,18649,15580,14768,14302
49,9241,4234,4354,2706
72,17522,14394,13802,13426
100,17522,14394,13802,13426
101,27720,26887,26197,25483
107,6046,7132,7060,6271
121,6046,7132,7060,6271
128,6547,5429,5294,4942
151,20690,20804,20448,20076
166,1141,5089,1844,1018
222,7235,7349,6993,6621
235,20690,20804,20448,20076
236,20690,20804,20448,20076
243,39361,36507,35474,34009
244,22977,24950,23791,23894
245,7031,6083,5749,5406
246,22017,22302,22185,21783
248,17345,14205,13289,12226
249,20712,20927,20706,19707
250,8104,9971,8935,9520
253,1141,5089,1844,1018
257,4890,4943,4937,5118
262,9408,11346,10415,11596
3,14864,14864,14864,14864
10,11859,10109,7589,6275
11,10033,10871,11398,11657
16,10109,7589,6275,5380
17,10109,7589,6275,5380
19,7500,4440,3436,1633
23,4866,6436,7266,6188
32,33674,33178,38965,39290
35,32465,28695,26811,23933
39,14099,15002,18491,17556
41,15496,12821,12857,11649
49,4046,4832,6124,6691
63,2412,4291,6232,4889
64,3117,4971,6861,5496
68,10109,7589,6275,5380
74,311,4252,5407,4900
81,24626,36689,39948,40837
82,18022,17874,20861,20649
101,37424,33664,31789,29922
111,9550,0,0,1000
118,5121,5211,5213,5245
119,5000,0,0,0
123,18439,19794,20655,21824
147,24626,25289,26960,26289
151,31358,27641,25739,22849
161,3382,4968,6856,5494
164,15454,13720,14484,15873
165,2567,4154,6377,4777
166,32120,32876,39352,38205
187,24626,0,0,0
192,3320,3826,5006,4572
201,1604,3789,5728,4280
210,33674,33178,38965,39290
213,14099,15002,18491,17556
222,16224,16164,16985,14088
229,8166,7356,8342,9266
230,8914,7990,9005,10021
235,32465,28695,26811,23933
236,31358,27641,25739,22849
243,44522,41913,41303,39435
244,37424,33664,31789,28922
245,5237,5339,5340,6368
246,32466,28696,26812,23934
247,29553,28723,32975,33429
248,12056,13217,14492,15501
249,29025,29092,28446,27786
250,8010,8385,8367,8810
251,2553,4126,6383,4782
253,32120,32876,39352,38205
260,0,3730,6456,6456
262,11451,7988,6733,4958
35,4858,8439,8146,7503
81,6065,8759,9234,9567
101,6403,8714,8146,7503
147,6065,6308,6515,6540
151,4858,8439,8144,7386
187,5886,2060,2201,2532
235,4858,8439,8146,7503
236,4858,8439,8144,7386
243,7538,9455,8937,8288
244,6164,8559,8146,7503
246,4908,8442,8155,7512
249,6323,6451,6641,6851
1,4062,4978,5172,5957
32,16132,15541,16866,17014
35,4599,4872,5237,5494
39,13791,14286,14942,15668
41,6655,7054,7125,8446
49,6221,6149,5655,6179
80,4062,5053,5255,6051
81,5506,11256,11740,12216
101,11319,11089,10785,11248
111,21516,16054,17569,19164
119,5352,0,0,0
128,5890,5349,4846,4777
147,5506,4464,3770,3026
151,4599,4872,5237,5494
166,16164,16456,17061,17799
187,5506,8694,8717,9316
210,16132,15541,16866,17014
213,13791,14286,14942,15668
232,16164,16054,17569,19164
235,4599,4872,5237,5494
236,4599,4872,5237,5494
243,13461,12968,12675,13417
244,6805,6460,6417,6645
245,6914,6322,6008,6154
246,4599,4872,5237,5495
247,15117,15562,16121,16907
248,8862,8096,7438,7923
249,6806,5913,5550,4972
253,16164,16456,17061,17799
3,5063,5063,5063,5063
3,155,31036,31036,31056
10,759,504,5151,3021
11,9816,19212,19710,19934
16,504,5151,3021,1283
17,504,6251,3141,1498
32,7748,12828,13823,14824
35,13701,38391,36228,36360
36,0,36929,0,0
39,5354,7290,9166,9944
41,2454,8593,5580,4723
49,3743,3321,3630,5418
68,504,5151,3021,1283
71,831,25151,6778,1987
79,1692,4638,5250,5594
81,25430,46141,48123,52559
82,2814,5426,4769,5412
101,24346,38665,43564,45951
110,0,36929,0,0
111,291,0,7840,3160
112,7097,16272,16791,19472
117,9989,120,6442,6814
118,10116,209,6483,6828
119,291,0,7840,2160
124,1678,6039,3602,3476
127,0,36929,0,0
128,10141,0,4315,8308
147,25430,35749,35857,38215
151,12009,33753,30979,30766
164,2904,3380,4484,5057
166,8168,12716,13935,15356
187,25391,8807,9563,10625
210,7724,12809,13809,14742
213,5354,7290,9166,9944
235,13701,38391,36228,36360
236,12009,33753,30979,30766
243,29942,49466,51400,53648
244,23690,38511,42670,43174
245,10845,442,7426,9632
246,15378,44430,39830,39836
247,8258,10670,13650,15001
248,14563,5036,11570,13812
249,27487,40873,45820,48925
250,10820,1715,7940,8394
253,8168,12716,13935,15356
0,1952,3102,8562,0
1,5668,5036,6010,0
15,5125,5125,5125,0
32,13919,19460,38369,0
33,5125,5125,5125,0
35,7600,8358,10844,0
39,10167,13777,28024,0
41,10011,14139,26783,0
43,2910,5313,7968,0
44,2910,5313,7968,0
49,5116,8845,19300,0
63,1992,2523,5103,0
64,2026,2552,5136,0
72,2698,4535,7686,0
80,5779,5113,6142,0
81,3963,4280,5208,0
82,3925,4747,8870,0
100,3813,7585,16050,0
101,10833,13674,19131,0
111,14141,25012,41529,0
119,7035,0,8167,0
128,2770,4318,5175,0
151,7600,8358,10844,0
161,2024,2554,5188,0
165,2066,2476,5577,0
166,14092,18524,36894,0
192,2176,3339,8733,0
209,1114,3051,8364,0
210,13913,19302,38334,0
213,10167,13777,28024,0
232,7105,25012,33362,0
235,7600,8358,10844,0
236,7600,8358,10844,0
243,13421,17631,30978,0
244,7923,8361,11164,0
245,3233,5316,8287,0
246,7838,8622,11203,0
247,12026,16048,31317,0
248,5583,9009,19775,0
253,14092,18524,36894,0
262,4895,5295,7483,0
1,2574,2695,5692,0
10,5703,10260,9501,0
16,10260,9501,5571,0
17,10260,9501,5571,0
19,7171,478,692,0
20,3089,9024,4879,0
32,50561,49543,50888,0
35,32888,44220,47427,0
39,40979,46465,51300,0
41,18627,17524,18962,0
68,10260,9501,5571,0
73,12921,22997,25597,0
80,2628,2787,5802,0
81,18484,27097,30394,0
82,5228,3745,3392,0
100,4040,4020,5697,0
101,32888,44220,47427,0
112,10552,19465,22514,0
123,5155,4947,5031,0
147,16665,27016,29694,0
151,32884,44184,47394,0
166,46207,50210,54692,0
210,50252,49433,50888,0
213,40979,46465,51300,0
222,17100,18280,18901,0
235,32888,44220,47427,0
236,32884,44184,47394,0
243,37427,46969,51281,0
244,32888,44220,47427,0
246,32740,44097,47307,0
247,43238,48743,53625,0
249,18800,29445,32319,0
253,46207,50210,54692,0
262,14421,14955,15472,0
0,3520,4919,5769,5797
1,18532,19525,22921,22759
10,5445,6779,32322,23305
11,5278,5436,5755,6166
15,7390,7397,7397,7397
16,6779,32322,23305,6345
17,7509,33210,25796,28707
19,4149,7312,8368,1778
20,2630,25010,14937,4567
32,50989,59672,67661,66764
33,7390,7397,7397,7397
35,32722,63882,75433,74888
39,24916,28865,44303,43273
41,36090,66604,76291,74271
49,15425,16977,20830,22782
58,11483,13475,8464,3346
63,14960,17770,11351,4310
64,17067,19964,13718,6928
68,6779,32322,23305,6345
78,6146,6191,6191,6191
79,12471,12126,12076,11675
80,18779,19787,23258,23115
81,36763,39316,42403,45258
82,26095,30437,27022,21859
100,6706,7836,10966,12056
101,45846,69897,78385,74931
111,13009,0,0,0
112,9033,9035,9072,9231
117,11146,6000,0,0
118,11228,6057,27,92
119,13009,0,0,0
124,6244,10730,11660,9938
128,6345,0,0,0
130,11483,13475,8464,3346
131,11483,13475,8464,3346
132,11501,13380,6799,1559
135,11483,13475,8464,3346
136,11483,13475,8464,3346
137,11501,13380,6799,1559
145,0,22144,6830,42
147,17128,17959,19082,20852
151,20251,51756,63356,63212
161,17067,19964,13718,6928
162,11483,13475,8464,3346
164,11500,12913,16004,18468
165,14595,17524,11018,3390
166,51011,59303,71325,65132
179,6325,5935,5885,5485
187,17703,19472,21594,23124
189,730,888,2490,22362
192,6366,8757,8333,8205
200,2841,5105,13035,6956
201,14881,17256,10953,4190
209,6648,7763,10905,12010
210,50989,59650,67661,66268
213,24916,28865,44303,43273
222,49322,62787,69660,68888
235,32722,63882,75433,74888
236,20251,51756,63356,63212
243,67669,99134,110751,110525
244,43868,69882,75433,74888
245,13241,6128,3045,198
246,38966,74612,87093,84826
247,36416,41778,60307,61742
248,28703,24523,23658,25699
249,31579,32531,34460,36254
250,13278,7546,2829,2917
251,14595,17524,11018,3390
253,51011,59303,71325,65132
260,28654,29125,29125,28629
262,20666,49627,55462,51489
0,4085,4134,4686,5459
1,4764,4405,5457,6597
32,26542,30168,30956,32401
39,24219,27471,29312,30712
41,10289,10703,12590,14477
43,3830,4547,5661,6651
44,3834,4552,5665,6654
49,9033,9426,11130,12870
72,3920,4671,5384,5359
80,5052,4772,5730,6834
100,3893,4533,5384,5359
101,6122,6917,8250,9868
111,0,18165,22478,24114
119,0,18165,22478,24114
128,3349,4074,5404,6502
166,26436,29888,32008,33635
192,4839,4812,5311,6047
210,26542,30168,30956,32401
213,24219,27471,29312,30712
243,11648,12064,14015,16397
245,3854,4570,5681,7103
247,25899,29200,31196,32545
248,9356,9694,11426,13620
253,26436,29888,32008,33635
3,29469,41730,41730,41730
7,14686,27588,24656,27722
10,53270,27393,39184,45096
15,6581,8568,8568,8568
16,27514,39254,45165,44782
20,3942,4178,4499,5091
32,29311,88256,89294,66655
33,6581,8568,8568,8568
35,72710,92572,99308,102731
36,0,14289,0,0
58,5360,6292,8606,6979
68,27393,39184,45096,44712
78,14745,14745,14745,14745
79,17765,17583,17507,17075
81,7523,7756,8268,8999
88,11782,9528,11223,21063
90,24253,24660,29118,37156
101,181295,181984,217654,221684
104,14690,27593,24661,27726
105,14690,27593,24661,27726
110,0,14289,0,0
111,96680,55977,84766,66748
118,109160,89696,118434,119039
119,96680,55977,84766,66748
127,0,14289,0,0
128,81071,50158,73181,74172
130,5360,6292,8606,6979
131,5360,6292,8606,6979
132,5360,6292,8606,6979
135,5360,6292,8606,6979
136,5360,6292,8606,6979
137,5360,6292,8606,6979
139,12471,15132,17895,16093
151,54944,74989,81801,85656
162,5477,7628,8606,6979
164,6987,7301,7776,8540
166,14623,17083,21386,19032
171,5322,3885,10719,1896
201,6921,8206,11135,9081
211,5839,1457,9145,10249
222,35305,40919,47277,50701
226,20276,10907,1329,3970
235,72710,92572,99308,102731
236,54944,74989,81801,85656
243,380539,438016,514994,548222
244,181295,181984,217654,221684
245,109160,89696,118434,119039
246,72710,92572,99308,102731
248,307830,345444,415687,445491
253,14623,17083,21386,19032
0,1884,5343,5791,3400
3,258,1107,228,5853
32,21212,38935,115874,124034
35,2234,4015,9832,14499
39,19295,35519,97189,112547
41,6261,11620,33125,44218
43,1540,1629,3019,6964
44,1548,1629,3051,7006
49,4382,7929,23442,29674
58,312,1999,6057,6879
63,595,2916,7815,8834
64,610,2937,7851,8891
82,1056,3726,7300,10582
101,3857,5694,12881,22591
111,906,1264,7834,7800
128,1420,443,0,5132
130,312,1999,6057,6879
131,312,1999,6057,6879
132,277,2026,5909,6813
135,312,1999,6057,6879
136,312,1999,6057,6879
137,277,2026,5909,6813
151,2122,3902,9718,14387
161,610,2937,7901,8891
162,312,1999,6096,6879
165,749,3088,6163,8930
166,20351,39245,104489,123129
192,1940,5817,7578,6824
200,4803,9057,25412,35616
201,406,2708,7483,8409
210,21212,38935,115127,123829
213,19295,35519,97189,112547
222,1145,1929,7605,6144
232,906,1264,7834,6700
235,2234,4015,9832,14499
236,2122,3902,9718,14387
243,6860,12371,33705,45768
244,2317,4066,9863,15627
245,1631,1679,3133,8148
246,2357,4342,10121,14818
247,19601,36157,98326,114199
248,4503,8029,23584,30951
253,20351,39245,104489,123129
262,1878,3692,9683,14544
0,4804,5169,4177,4234
3,6812,6812,5838,5838
10,1676,2496,4963,5354
11,11656,12258,12220,12690
16,2496,4963,5354,5360
17,2496,4963,5354,5360
20,2496,4963,5354,3910
23,6835,17741,12540,14229
32,33532,54190,55305,56766
35,36223,44528,51009,52304
39,26183,35531,36881,42936
41,13777,13975,18001,16157
43,9598,3081,4772,5016
44,9857,3341,4885,5148
49,18871,12797,13608,13098
63,3939,14597,16128,9366
64,4089,14745,16280,9523
68,2496,4963,5354,5360
74,2911,13677,8468,8666
81,105524,109876,115737,120891
82,8839,16692,19837,13269
100,6202,6479,8622,6089
101,75676,76080,81834,80679
111,44829,12017,14249,7300
112,6474,6564,6614,6811
117,29856,28472,26053,23358
118,30230,28709,26186,23360
119,44829,12017,14249,7300
123,19166,19726,20477,22117
128,36957,26590,25470,23015
147,73973,74679,76871,77861
151,35320,43637,50122,51427
161,4089,14745,16623,9943
164,5170,2460,3458,4070
165,3669,14232,16379,9199
166,35022,52223,56717,56205
183,7540,7930,8303,6767
187,67605,71151,76136,78645
192,6462,7592,6601,5629
201,1005,11999,14040,7443
210,33532,54190,55305,56766
213,26183,35531,36881,42936
222,24014,32143,38655,39951
235,36223,44528,51009,52304
236,35320,43637,50122,51427
243,97447,97514,102432,100675
244,66079,73000,77062,75663
245,40087,32050,31071,28508
246,37961,45967,52301,55124
247,31353,37991,40338,47007
248,59486,51547,50131,45551
249,83670,83538,84431,84518
250,40616,38749,36523,32454
251,6861,14137,16191,9366
253,35022,52223,56717,56205
11,8055,8070,8173,8258
15,5597,5597,5597,5597
33,5597,5597,5597,5597
35,8740,8124,7822,7596
81,16705,16673,16817,16973
101,13425,12779,12420,12077
112,7156,7156,7156,7156
147,10482,10091,9873,9647
151,8740,8124,7822,7596
235,8740,8124,7822,7596
236,8740,8124,7822,7596
243,14221,13445,13037,12642
244,12820,12657,11856,11502
246,8753,8124,7822,7596
248,5467,5322,5216,5045
249,11681,11180,10657,10295
1,6638,6641,6867,7887
3,7073,6489,6518,6518
10,8648,10320,10822,9230
11,6290,6324,7361,7910
15,15000,15000,15000,15000
16,10320,10822,9230,8301
17,10320,10822,9230,8301
19,6583,8459,7210,5809
23,10358,11993,11071,10554
32,32204,40245,38508,34491
33,15000,15000,15000,15000
35,32217,34712,35055,33859
39,14966,17349,16968,15472
41,20521,22447,21942,20668
49,5600,5434,5410,4620
58,9340,12609,11047,9506
63,12000,16140,14205,12201
64,12080,16205,14270,12296
68,10320,10822,9230,8301
74,9406,10768,9287,10050
80,6690,6672,6867,8214
81,22549,23705,24794,25323
82,18388,22860,21687,20187
100,3095,4548,5426,4085
101,32217,34712,35055,33859
123,9820,10073,10397,10654
130,9340,12609,11047,9506
131,9340,12609,11047,9506
132,9340,12609,11047,9506
135,9340,12609,11047,9506
136,9340,12609,11047,9506
137,9340,12609,11047,9506
147,15761,15996,16160,15666
151,30898,33411,33762,32578
161,12078,16202,14263,12282
162,9338,12607,11042,9496
164,6953,7256,7939,8108
165,11435,15604,13748,12079
166,33354,40210,38655,35659
201,11995,16132,14199,12195
210,32204,40245,38508,34491
213,14966,17349,16968,15472
222,7503,10005,10307,9112
230,4747,4996,5215,5112
235,32217,34712,35055,33859
236,30898,33411,33762,32578
243,38495,40690,40814,38907
244,32217,34712,35055,33859
246,32217,34712,35055,33859
247,21920,24605,24908,23580
248,6278,5978,5760,5048
249,17974,18243,18872,18239
251,11510,15767,13931,11909
253,33354,40210,38655,35659
262,14920,17013,16532,16048
0,3300,4692,4419,5236
1,10989,11592,11794,14491
3,56089,56160,56390,56751
10,3141,9075,19145,10456
11,31757,35618,45172,50849
14,5901,3632,2921,2221
16,9075,19145,10660,11862
17,9274,19200,10713,11948
20,9007,19076,9881,11524
23,13366,20331,16883,20985
32,71005,92947,94638,108791
35,59628,64422,69555,79156
38,14180,14117,17266,20499
39,47792,57649,59846,67353
41,24217,35390,26866,31367
49,16815,22328,21777,25531
53,4844,7483,7985,8103
54,4546,7195,7593,7737
58,1162,6741,6965,12113
63,3817,10108,10226,17183
64,8662,17591,18211,25286
68,9075,19145,10456,11862
74,9727,14085,5050,6706
77,4996,6845,6292,7071
79,5056,5195,5163,4865
80,12159,13017,13471,16591
81,92710,99312,120076,138163
82,23309,36169,35334,44552
101,59775,66436,71759,83406
111,0,1911,2872,16250
112,5122,5693,12602,19142
118,5019,3032,2219,1520
119,0,711,2000,16250
123,10189,10698,11552,12294
130,1162,6741,6965,12113
131,1162,6741,6965,12113
132,1252,7002,7104,12470
135,1162,6741,6965,12113
136,1162,6741,6965,12113
137,1252,7002,7104,12470
147,53169,50680,62794,72080
151,54571,59226,64392,74292
161,8662,18264,18211,25355
162,1162,7226,6965,12164
164,18929,24818,24194,26580
165,4381,11352,11140,17972
166,71101,93819,95180,111905
187,31461,33187,33485,35378
192,5174,7429,6785,7755
201,3106,9729,9843,16664
210,71005,92947,94638,108791
213,47792,57649,59846,67353
214,4844,7483,7985,8103
222,2798,7206,11990,21478
230,5358,7474,7169,8274
232,0,1911,2872,16250
235,59628,64422,69555,79156
236,54571,59226,64392,74292
243,84278,93043,96656,109821
244,59731,64476,69555,79156
245,6048,5646,5125,6471
246,60184,65239,70515,80476
247,66720,82467,84040,93933
248,24094,27804,26141,29344
249,60061,57654,69790,78454
250,7279,5475,4364,3813
